"url","name"
"wsha194111941216/","WAR SERVICE HOMES ACT 1941 (NO. 1, 1941)"
"ptaa194121941306/","PAY-ROLL TAX ASSESSMENT ACT 1941 (NO. 2, 1941)"
"pta194131941182/","PAY-ROLL TAX ACT 1941 (NO. 3, 1941)"
"da19414194183/","DEFENCE ACT 1941 (NO. 4, 1941)"
"cpsa194151941309/","COMMONWEALTH PUBLIC SERVICE ACT 1941 (NO. 5, 1941)"
"ca194161941109/","CRIMES ACT 1941 (NO. 6, 1941)"
"aia194171941257/","ACTS INTERPRETATION ACT 1941 (NO. 7, 1941)"
"cea194181941183/","CHILD ENDOWMENT ACT 1941 (NO. 8, 1941)"
"rcba194191941259/","RAW COTTON BOUNTY ACT 1941 (NO. 9, 1941)"
"tara1941101941353/","TRADE AGREEMENT (SOUTHERN RHODESIA) ACT 1941 (NO. 10, 1941)"
"eastaa1941111941383/","EMPIRE AIR SERVICE (ENGLAND TO AUSTRALIA) ACT 1941 (NO. 11, 1941)"
"afa1941121941115/","AIR FORCE ACT 1941 (NO. 12, 1941)"
"ctrp1941131941465/","CUSTOMS TARIFF (SOUTHERN RHODESIAN PREFERENCE) 1941 (NO. 13, 1941)"
"wpaa1941141941345/","WAR PENSIONS APPROPRIATION ACT 1941 (NO. 14, 1941)"
"iaopaa1941151941424/","INVALID AND OLD-AGE PENSIONS APPROPRIATION ACT 1941 (NO. 15, 1941)"
"wgca1941161941209/","WINE GRAPES CHARGES ACT 1941 (NO. 16, 1941)"
"ctva1941171941302/","CUSTOMS TARIFF VALIDATION ACT 1941 (NO. 17, 1941)"
"ctava1941181941478/","CUSTOMS TARIFF (EXCHANGE ADJUSTMENT) VALIDATION ACT 1941 (NO. 18, 1941)"
"ctwdva1941191941465/","CUSTOMS TARIFF (SPECIAL WAR DUTY) VALIDATION ACT 1941 (NO. 19, 1941)"
"ctpva1941201941426/","CUSTOMS TARIFF (CANADIAN PREFERENCE) VALIDATION ACT 1941 (NO. 20, 1941)"
"ctzpva1941211941482/","CUSTOMS TARIFF (NEW ZEALAND PREFERENCE) VALIDATION ACT 1941 (NO. 21, 1941)"
"la194122194186/","LOAN ACT 1941 (NO. 22, 1941)"
"bfra1941231941327/","BERRY FRUIT-GROWERS' RELIEF ACT 1941 (NO. 23, 1941)"
"mosa1941241941244/","MINISTERS OF STATE ACT 1941 (NO. 24, 1941)"
"sa1194142251941178/","SUPPLY ACT (NO 1) 1941-42 (NO. 25, 1941)"
"nfa1941261941211/","NATIONAL FITNESS ACT 1941 (NO. 26, 1941)"
"sa2194142271941178/","SUPPLY ACT (NO 2) 1941-42 (NO. 27, 1941)"
"rcba21941281941286/","RAW COTTON BOUNTY ACT (NO 2) 1941 (NO. 28, 1941)"
"cawba1941291941224/","CABLE AND WIRE BOUNTY ACT 1941 (NO. 29, 1941)"
"sa3194142301941178/","SUPPLY ACT (NO 3) 1941-42 (NO. 30, 1941)"
"la21941311941113/","LOAN ACT (NO 2) 1941 (NO. 31, 1941)"
"staca1941321941431/","SALES TAX (EXEMPTIONS AND CLASSIFICATIONS) ACT 1941 (NO. 32, 1941)"
"sta11941331941168/","SALES TAX ACT (NO 1) 1941 (NO. 33, 1941)"
"sta21941341941168/","SALES TAX ACT (NO 2) 1941 (NO. 34, 1941)"
"sta31941351941168/","SALES TAX ACT (NO 3) 1941 (NO. 35, 1941)"
"sta41941361941168/","SALES TAX ACT (NO 4) 1941 (NO. 36, 1941)"
"sta51941371941168/","SALES TAX ACT (NO 5) 1941 (NO. 37, 1941)"
"sta61941381941168/","SALES TAX ACT (NO 6) 1941 (NO. 38, 1941)"
"sta71941391941168/","SALES TAX ACT (NO 7) 1941 (NO. 39, 1941)"
"sta81941401941168/","SALES TAX ACT (NO 8) 1941 (NO. 40, 1941)"
"sta91941411941168/","SALES TAX ACT (NO 9) 1941 (NO. 41, 1941)"
"ctva21941421941329/","CUSTOMS TARIFF VALIDATION ACT (NO 2) 1941 (NO. 42, 1941)"
"ctava21941431941505/","CUSTOMS TARIFF (EXCHANGE ADJUSTMENT) VALIDATION ACT (NO 2) 1941 (NO. 43, 1941)"
"ctwdva21941441941492/","CUSTOMS TARIFF (SPECIAL WAR DUTY) VALIDATION ACT (NO 2) 1941 (NO. 44, 1941)"
"ctpva21941451941453/","CUSTOMS TARIFF (CANADIAN PREFERENCE) VALIDATION ACT (NO 2) 1941 (NO. 45, 1941)"
"ctzpva21941461941509/","CUSTOMS TARIFF (NEW ZEALAND PREFERENCE) VALIDATION ACT (NO 2) 1941 (NO. 46, 1941)"
"etva1941471941258/","EXCISE TARIFF VALIDATION ACT 1941 (NO. 47, 1941)"
"iaopa1941481941269/","INVALID AND OLD-AGE PENSIONS ACT 1941 (NO. 48, 1941)"
"asra1941491941381/","AUSTRALIAN SOLDIERS' REPATRIATION ACT 1941 (NO. 49, 1941)"
"lta1941501941117/","LAND TAX ACT 1941 (NO. 50, 1941)"
"eda1941511941178/","ESTATE DUTY ACT 1941 (NO. 51, 1941)"
"gdaa1941521941276/","GIFT DUTY ASSESSMENT ACT 1941 (NO. 52, 1941)"
"gda1941531941152/","GIFT DUTY ACT 1941 (NO. 53, 1941)"
"patra1941541941271/","POST AND TELEGRAPH RATES ACT 1941 (NO. 54, 1941)"
"ita1941551941143/","INCOME TAX ACT 1941 (NO. 55, 1941)"
"wtaa1941561941376/","WAR-TIME (COMPANY) TAX ASSESSMENT ACT 1941 (NO. 56, 1941)"
"wta1941571941252/","WAR-TIME (COMPANY) TAX ACT 1941 (NO. 57, 1941)"
"itaa1941581941267/","INCOME TAX ASSESSMENT ACT 1941 (NO. 58, 1941)"
"sga1941591941199/","STATES GRANTS ACT 1941 (NO. 59, 1941)"
"aa194142601941203/","APPROPRIATION ACT 1941-42 (NO. 60, 1941)"
"aaba194142611941388/","APPROPRIATION (WORKS AND BUILDINGS) ACT 1941-42 (NO. 61, 1941)"
"saa193940621941375/","SUPPLEMENTARY APPROPRIATION ACT 1939-40 (NO. 62, 1941)"
"saaba193940631941560/","SUPPLEMENTARY APPROPRIATION (WORKS AND BUILDINGS) ACT 1939-40 (NO. 63, 1941)"
"la31941641941113/","LOAN ACT (NO 3) 1941 (NO. 64, 1941)"
"sba1941651941312/","SUPERPHOSPHATE BOUNTY ACT 1941 (NO. 65, 1941)"
"aapa1941661941300/","APPLE AND PEAR (APPROPRIATION) ACT 1941 (NO. 66, 1941)"
"posa1941671941245/","PETROLEUM OIL SEARCH ACT 1941 (NO. 67, 1941)"
"ita21941681941170/","INCOME TAX ACT (NO 2) 1941 (NO. 68, 1941)"
"itaa21941691941294/","INCOME TAX ASSESSMENT ACT (NO 2) 1941 (NO. 69, 1941)"
"wta1941701941129/","WAR TAX ACT 1941 (NO. 70, 1941)"
