region_id,median_mortgage,average_household_size,median_household_income,percent_female_earner,percent_no_internet,percent_unemployment,percent_public_transport,percent_born_managers
306021146,1733.0,2.5,1177.0,0.2,17.0,5.2,0.03,0.11
306021147,1777.0,2.9,1188.0,0.19,16.3,6.1,0.02,0.09
306021148,1733.0,2.8,1196.0,0.21,15.2,6.2,0.02,0.11
306021149,1755.0,2.7,1297.0,0.16,18.1,5.6,0.02,0.12
306021150,0.0,0.0,0.0,,0.0,0.0,,
306021151,1387.0,2.2,809.0,0.29,23.4,12.6,0.04,0.08
306021152,1300.0,2.1,756.0,0.31,21.9,11.5,0.05,0.08
306021153,1759.0,2.8,1424.0,0.11,15.5,5.0,0.02,0.1
306021154,1517.0,2.0,802.0,0.29,17.9,11.3,0.03,0.1
306021155,1538.0,2.7,1054.0,0.21,18.7,9.0,0.04,0.09
306021156,1733.0,2.3,1201.0,0.17,17.2,5.3,0.02,0.13
306021157,1408.0,2.4,904.0,0.25,19.5,11.1,0.04,0.08
306031158,1400.0,2.4,878.0,0.29,17.3,6.0,0.02,0.19
306031159,1300.0,2.4,842.0,0.33,15.9,8.1,0.02,0.11
306031160,1387.0,2.5,928.0,0.26,14.4,4.8,0.02,0.19
306031161,1384.0,2.4,965.0,0.27,12.7,5.4,0.04,0.17
306031162,0.0,0.0,700.0,1.0,0.0,0.0,,
306031163,0.0,4.9,1009.0,0.73,48.1,61.7,0.03,0.06
306041164,1571.0,2.4,913.0,0.24,16.7,6.5,0.01,0.13
306041165,1733.0,2.2,1110.0,0.16,15.8,3.7,0.03,0.17
306051166,1576.0,2.4,873.0,0.28,14.4,5.7,0.02,0.14
306051167,1148.0,2.4,677.0,0.3,20.8,9.7,0.03,0.15
306051168,1647.0,2.6,985.0,0.18,22.3,9.1,0.02,0.13
306051169,1350.0,2.4,880.0,0.23,16.8,5.4,0.01,0.19
306051170,1517.0,2.5,889.0,0.32,15.1,7.1,0.02,0.13
307011171,1200.0,2.6,994.0,0.29,13.4,4.2,0.0,0.26
307011172,1551.0,2.6,1324.0,0.28,11.2,3.0,0.03,0.18
307011173,1517.0,2.6,1174.0,0.26,11.3,2.7,0.0,0.16
307011174,943.0,2.4,834.0,0.33,15.7,3.4,0.01,0.35
307011175,1009.0,2.4,939.0,0.28,14.8,2.2,0.01,0.32
307011176,1517.0,2.6,1354.0,0.23,13.6,2.9,0.0,0.11
307011177,1083.0,2.5,987.0,0.29,14.7,2.0,0.01,0.36
307011178,763.0,2.4,702.0,0.33,17.0,6.4,0.01,0.33
307021179,1257.0,2.4,793.0,0.32,15.4,4.6,0.01,0.24
307021180,1300.0,2.7,1035.0,0.26,12.8,4.2,0.0,0.21
307021181,1083.0,2.5,908.0,0.28,12.1,3.2,0.01,0.25
307021182,1500.0,2.7,1062.0,0.27,11.1,3.0,0.01,0.19
307021183,1440.0,2.6,1160.0,0.24,12.2,3.6,0.01,0.18
307031184,1250.0,2.5,865.0,0.23,18.1,4.7,0.0,0.28
307031185,1200.0,2.6,827.0,0.29,18.7,3.9,0.0,0.25
307031186,1218.0,2.5,779.0,0.27,17.7,5.5,0.0,0.25
307031187,1227.0,2.2,749.0,0.33,13.0,4.8,0.01,0.12
307031188,1100.0,2.5,863.0,0.26,16.4,4.8,0.01,0.25
307031189,1300.0,2.5,883.0,0.29,15.0,5.6,0.0,0.1
308011190,1690.0,2.9,2235.0,0.22,5.7,4.0,0.05,0.12
308011191,1517.0,2.6,1190.0,0.25,8.7,2.6,0.04,0.25
308011192,2167.0,2.9,2287.0,0.13,6.6,2.5,0.07,0.09
308021193,1300.0,2.4,815.0,0.24,14.0,9.8,0.03,0.15
308021194,1487.0,2.6,1240.0,0.26,9.8,2.1,0.01,0.28
308021195,1733.0,2.6,1617.0,0.23,5.8,3.4,0.04,0.07
308021196,2167.0,2.9,1979.0,0.13,6.2,3.8,0.03,0.09
308021197,1322.0,1.3,354.0,0.23,0.0,12.5,0.0,0.1
308021198,2167.0,2.8,1989.0,0.14,6.7,3.4,0.03,0.08
308021199,1733.0,2.3,1444.0,0.22,9.6,5.8,0.02,0.09
308021200,2142.0,2.9,1761.0,0.17,7.3,3.4,0.03,0.1
308021201,1950.0,2.9,1904.0,0.12,4.8,4.2,0.03,0.07
308021202,0.0,0.0,0.0,,0.0,0.0,,
308021203,2100.0,3.0,2143.0,0.1,5.0,3.6,0.03,0.09
308021204,1842.0,2.5,1481.0,0.21,10.2,5.5,0.02,0.07
308031205,1430.0,2.4,897.0,0.31,16.5,7.8,0.03,0.06
308031206,1625.0,2.7,1274.0,0.26,12.7,5.6,0.02,0.14
308031207,1625.0,2.3,911.0,0.24,13.4,5.9,0.03,0.1
308031208,1733.0,2.6,1414.0,0.19,13.8,4.1,0.02,0.09
308031209,2000.0,3.1,1911.0,0.12,12.5,2.4,0.03,0.11
308031210,1950.0,2.9,1466.0,0.17,13.2,4.5,0.03,0.08
308031211,1517.0,2.7,1140.0,0.25,15.5,5.4,0.03,0.07
308031212,867.0,2.2,638.0,0.39,18.5,12.2,0.02,0.07
308031213,1800.0,2.7,1451.0,0.18,12.1,4.0,0.02,0.09
308031214,1528.0,2.4,989.0,0.3,14.3,5.8,0.01,0.06
308031215,1677.0,2.6,1167.0,0.21,14.8,5.4,0.03,0.08
308031216,1497.0,2.4,1095.0,0.28,15.1,4.3,0.02,0.07
308031217,1200.0,2.3,866.0,0.33,15.7,9.7,0.02,0.11
308031218,1700.0,2.6,1159.0,0.21,16.3,4.9,0.03,0.12
308031219,1700.0,2.7,1109.0,0.19,18.0,4.5,0.02,0.19
308031220,1658.0,2.8,1383.0,0.22,14.1,2.4,0.02,0.18
308031221,0.0,2.0,833.0,0.0,0.0,0.0,,
308031222,1517.0,2.4,1198.0,0.25,14.7,5.0,0.02,0.1
308031223,1950.0,2.5,1094.0,0.21,12.8,4.9,0.03,0.11
309011224,2400.0,2.5,1272.0,0.14,13.9,6.5,0.04,0.16
309011225,1950.0,2.1,996.0,0.19,17.5,7.5,0.06,0.13
309011226,2000.0,2.5,1079.0,0.18,13.8,6.1,0.04,0.11
309011227,2000.0,1.9,1136.0,0.16,15.7,6.3,0.08,0.14
309011228,2000.0,2.4,1086.0,0.17,15.3,7.0,0.06,0.12
309011229,2000.0,2.2,1088.0,0.19,16.5,6.9,0.06,0.11
309021230,1781.0,1.8,770.0,0.27,16.3,11.1,0.05,0.1
309021231,1950.0,2.2,1010.0,0.19,17.2,8.0,0.04,0.12
309021232,1950.0,2.6,1036.0,0.19,15.5,7.3,0.02,0.1
309021233,1950.0,2.7,1156.0,0.15,14.8,6.9,0.03,0.11
309021234,2000.0,2.2,937.0,0.23,14.8,8.1,0.05,0.11
309031235,2095.0,2.8,1270.0,0.1,16.5,7.0,0.05,0.12
309031236,1831.0,2.1,894.0,0.19,16.5,8.9,0.06,0.12
309031237,1866.0,2.2,792.0,0.24,14.5,8.4,0.05,0.1
309031238,1733.0,2.1,861.0,0.21,17.7,10.0,0.06,0.09
309031239,2167.0,2.3,1190.0,0.17,14.1,5.9,0.04,0.19
309031240,2167.0,2.2,1063.0,0.16,13.5,6.6,0.04,0.15
309041241,1855.0,2.6,1162.0,0.16,18.6,7.3,0.02,0.14
309041242,1928.0,2.6,1109.0,0.13,17.0,5.7,0.02,0.14
309051243,2167.0,3.0,1455.0,0.1,16.8,6.6,0.02,0.15
309051244,2159.0,2.9,1369.0,0.09,16.2,6.4,0.04,0.12
309051245,2253.0,2.9,1384.0,0.08,14.4,6.4,0.04,0.12
309061246,1950.0,2.5,1193.0,0.13,15.5,7.0,0.04,0.12
309061247,1950.0,2.8,1226.0,0.13,14.5,7.9,0.03,0.1
309061248,1950.0,2.6,1067.0,0.18,16.9,8.2,0.03,0.1
309061249,2232.0,3.2,1632.0,0.07,16.1,7.1,0.04,0.11
309061250,2167.0,3.0,1444.0,0.09,16.1,6.5,0.03,0.14
309071251,2513.0,3.0,1587.0,0.08,11.8,7.2,0.07,0.14
309071252,2167.0,2.8,1385.0,0.11,14.2,6.3,0.05,0.14
309071253,2654.0,2.4,1523.0,0.07,12.1,6.9,0.03,0.22
309071254,2167.0,2.6,1313.0,0.18,14.4,5.0,0.04,0.16
309071255,2383.0,3.1,1606.0,0.1,13.3,5.2,0.05,0.12
309071256,2100.0,2.9,1383.0,0.1,15.0,7.1,0.04,0.11
309071257,2400.0,2.8,1455.0,0.1,14.3,6.3,0.05,0.11
309071258,2340.0,3.1,1511.0,0.08,15.0,7.3,0.04,0.12
309081259,2058.0,2.4,1160.0,0.13,14.2,5.9,0.04,0.17
309081260,1827.0,2.7,1229.0,0.11,15.4,6.6,0.04,0.09
309081261,2000.0,2.6,1268.0,0.11,16.1,7.6,0.05,0.13
309081262,2167.0,2.6,1137.0,0.11,15.9,8.2,0.05,0.12
309091263,1950.0,2.5,1141.0,0.16,17.9,7.2,0.03,0.11
309091264,1950.0,2.9,1270.0,0.12,17.2,8.8,0.03,0.11
309091265,1981.0,3.0,1430.0,0.07,17.8,7.9,0.04,0.11
309091266,1733.0,2.1,877.0,0.18,18.0,9.8,0.07,0.09
309101267,2167.0,2.8,1391.0,0.11,13.2,6.6,0.03,0.16
309101268,2400.0,2.6,1390.0,0.11,14.5,5.7,0.03,0.18
309101269,2349.0,1.8,1312.0,0.11,15.5,6.0,0.04,0.19
309101270,1950.0,1.9,982.0,0.16,15.3,9.6,0.09,0.14
310011271,1733.0,2.9,1196.0,0.2,13.6,7.3,0.19,0.08
310011272,1733.0,2.6,964.0,0.25,15.3,8.1,0.14,0.08
310011273,1974.0,3.0,1566.0,0.1,15.9,5.8,0.13,0.11
310011274,1517.0,2.8,761.0,0.34,16.3,12.9,0.11,0.05
310011275,1950.0,2.7,1498.0,0.16,15.8,5.1,0.23,0.1
310011276,1376.0,2.9,881.0,0.25,14.9,12.1,0.12,0.05
310021277,1517.0,2.6,990.0,0.26,14.6,4.4,0.02,0.19
310021278,1300.0,2.3,742.0,0.29,16.9,7.4,0.02,0.19
310021279,0.0,0.0,0.0,,0.0,0.0,,
310021280,1517.0,2.7,956.0,0.22,15.3,7.6,0.02,0.12
310021281,1551.0,2.7,1039.0,0.22,17.1,6.8,0.03,0.13
310021282,1517.0,2.7,1188.0,0.2,16.0,5.6,0.06,0.11
310031283,1671.0,2.6,1127.0,0.22,15.1,6.5,0.06,0.09
310031284,1517.0,2.6,1052.0,0.23,17.0,8.5,0.12,0.07
310031285,1517.0,2.8,1315.0,0.16,12.8,5.2,0.05,0.08
310031286,1625.0,2.4,1027.0,0.22,17.0,9.4,0.1,0.09
310031287,1517.0,2.4,980.0,0.26,15.9,8.4,0.12,0.08
310031288,1928.0,3.2,1797.0,0.11,16.0,4.4,0.05,0.1
310031289,2100.0,3.1,1886.0,0.07,15.5,3.0,0.07,0.13
310031290,1950.0,3.0,1841.0,0.07,15.2,4.6,0.09,0.15
310031291,1500.0,2.7,937.0,0.23,17.6,10.8,0.08,0.06
310031292,1551.0,2.3,917.0,0.27,17.7,8.9,0.07,0.07
310031293,1625.0,2.7,1258.0,0.18,14.9,6.0,0.06,0.08
310031294,1842.0,3.1,1711.0,0.1,14.7,3.5,0.05,0.09
310031295,1300.0,2.9,846.0,0.26,18.5,15.1,0.11,0.05
310041296,2167.0,3.0,1685.0,0.11,14.2,6.2,0.09,0.14
310041297,1733.0,2.9,1330.0,0.15,14.8,6.2,0.08,0.08
310041298,0.0,0.0,0.0,,0.0,0.0,0.5,0.0
310041299,1854.0,2.9,1252.0,0.17,16.7,7.4,0.11,0.08
310041300,1638.0,3.0,1006.0,0.23,16.7,11.7,0.14,0.06
310041301,0.0,0.0,0.0,,0.0,0.0,,
310041302,1694.0,3.1,1248.0,0.15,14.7,9.6,0.08,0.06
310041303,2000.0,3.2,1674.0,0.08,15.2,5.2,0.09,0.1
310041304,2300.0,2.9,1767.0,0.08,14.6,4.7,0.11,0.12
311011305,1677.0,2.6,936.0,0.26,14.5,6.7,0.02,0.15
311021306,1625.0,2.5,913.0,0.25,15.8,9.5,0.09,0.07
311021307,1517.0,2.6,877.0,0.23,15.5,12.0,0.08,0.07
311021308,1733.0,2.9,1321.0,0.13,15.1,6.8,0.1,0.08
311021309,1950.0,2.6,1163.0,0.18,16.2,5.9,0.07,0.09
311021310,2000.0,3.0,1618.0,0.09,14.5,4.4,0.05,0.13
311031311,1777.0,2.7,1093.0,0.18,16.1,7.4,0.06,0.09
311031312,1783.0,2.8,1215.0,0.15,15.7,8.1,0.09,0.07
311031313,1820.0,3.1,1330.0,0.16,13.4,5.9,0.05,0.13
311031314,1733.0,3.2,1194.0,0.16,16.6,8.4,0.07,0.06
311031315,0.0,0.0,0.0,,0.0,0.0,,
311031316,1760.0,3.0,1474.0,0.13,14.3,5.6,0.07,0.1
311031317,1700.0,3.2,1202.0,0.18,15.9,10.4,0.07,0.07
311031318,1800.0,3.2,1698.0,0.09,13.9,4.4,0.04,0.11
311031319,1850.0,3.1,1504.0,0.12,15.2,6.0,0.07,0.09
311041320,2167.0,3.3,1714.0,0.1,13.4,5.2,0.04,0.12
311041321,2058.0,3.2,1540.0,0.12,15.2,5.5,0.03,0.1
311041322,1950.0,3.1,1525.0,0.11,16.2,5.0,0.04,0.1
311051323,1950.0,2.5,980.0,0.21,15.8,6.7,0.09,0.08
311051324,2058.0,3.0,1704.0,0.09,14.8,4.7,0.08,0.15
311051325,1889.0,2.9,1460.0,0.11,14.9,6.0,0.07,0.09
311051326,1649.0,2.9,1212.0,0.16,17.0,8.3,0.11,0.07
311051327,1950.0,3.0,1767.0,0.08,15.2,4.6,0.09,0.12
311051328,1700.0,2.8,1021.0,0.2,16.8,9.5,0.08,0.07
311061329,1950.0,2.8,1449.0,0.12,16.5,5.0,0.11,0.12
311061330,1547.0,3.0,953.0,0.23,19.2,12.2,0.1,0.06
311061331,1411.0,2.8,790.0,0.29,17.5,15.0,0.14,0.04
311061332,1800.0,2.7,1430.0,0.12,16.7,4.5,0.13,0.1
311061333,1600.0,2.7,1056.0,0.2,17.8,9.7,0.1,0.07
311061334,1735.0,2.6,1446.0,0.11,17.3,5.5,0.13,0.11
311061335,2000.0,2.9,1517.0,0.1,15.6,5.7,0.12,0.11
311061336,1300.0,2.7,804.0,0.27,17.1,14.0,0.12,0.05
312011337,1733.0,2.4,1017.0,0.27,11.8,5.6,0.03,0.11
312011338,1539.0,2.8,2518.0,0.16,3.6,1.8,0.06,0.13
312011339,1500.0,2.7,1442.0,0.21,5.9,1.9,0.02,0.2
312011340,1300.0,2.4,1293.0,0.27,9.5,3.4,0.03,0.17
312011341,2383.0,3.0,2756.0,0.11,3.8,2.2,0.04,0.07
312021342,2123.0,2.8,1571.0,0.16,8.0,3.9,0.04,0.08
312021343,2000.0,2.5,1496.0,0.21,10.3,3.1,0.02,0.09
312021344,2383.0,3.1,2348.0,0.08,7.5,3.2,0.04,0.11
312021345,0.0,0.0,0.0,,0.0,0.0,,1.0
312021346,1898.0,2.1,1163.0,0.27,11.0,4.8,0.03,0.09
312021347,2383.0,2.3,2437.0,0.1,11.4,1.3,0.04,0.25
312021348,2200.0,2.9,1898.0,0.14,7.2,2.4,0.03,0.13
312021349,1944.0,2.4,1235.0,0.26,10.9,5.4,0.03,0.06
312021350,2174.0,2.7,1662.0,0.21,10.0,3.1,0.03,0.1
312021351,2167.0,2.8,1508.0,0.21,9.1,3.3,0.04,0.14
312021352,2000.0,2.7,1480.0,0.21,9.0,4.0,0.03,0.1
312021353,1950.0,2.7,1288.0,0.23,9.6,3.4,0.04,0.16
312021354,2200.0,2.9,1876.0,0.12,7.9,3.7,0.05,0.09
312021355,2167.0,2.7,1456.0,0.2,10.2,5.0,0.05,0.08
312021356,1907.0,2.5,1330.0,0.26,9.3,4.1,0.02,0.07
312021357,2025.0,2.8,1704.0,0.19,6.9,2.4,0.03,0.13
312021358,1986.0,2.4,1302.0,0.25,9.0,3.6,0.03,0.09
312031359,2100.0,2.3,1274.0,0.14,13.5,4.8,0.05,0.13
312031360,0.0,0.0,0.0,,0.0,0.0,,
312031361,1600.0,2.5,1027.0,0.24,12.9,4.5,0.03,0.14
313011362,1771.0,2.5,891.0,0.23,14.1,8.6,0.06,0.1
313011363,1733.0,2.1,748.0,0.27,12.6,8.3,0.06,0.12
313021364,1800.0,3.3,1697.0,0.08,13.7,3.9,0.08,0.1
313021365,1733.0,2.6,918.0,0.23,17.2,10.2,0.09,0.08
313021366,1733.0,2.8,1017.0,0.18,16.0,10.6,0.09,0.08
313021367,1885.0,3.1,1512.0,0.11,16.6,4.5,0.08,0.13
313021368,1700.0,2.9,1185.0,0.14,16.0,8.0,0.11,0.08
313021369,2000.0,2.9,1412.0,0.12,15.6,5.0,0.06,0.16
313031370,1500.0,2.5,893.0,0.27,17.2,5.2,0.02,0.17
313031371,1733.0,2.7,1036.0,0.21,15.2,5.0,0.05,0.15
313041372,1747.0,2.9,1309.0,0.15,14.4,6.2,0.12,0.1
313041373,1733.0,2.6,914.0,0.23,15.9,9.0,0.06,0.07
313041374,1950.0,3.2,1589.0,0.09,15.9,4.9,0.08,0.11
313041375,2167.0,3.2,1695.0,0.07,15.2,5.2,0.12,0.11
313041376,1993.0,3.1,1461.0,0.11,15.5,5.6,0.07,0.11
313051377,1733.0,2.4,982.0,0.23,15.6,6.9,0.09,0.08
313051378,1800.0,2.1,863.0,0.27,16.0,7.8,0.1,0.09
313051379,1733.0,2.1,872.0,0.25,16.0,6.9,0.09,0.09
313051380,1700.0,2.6,1036.0,0.21,15.4,7.5,0.07,0.08
313051381,2000.0,2.3,1106.0,0.19,14.4,5.7,0.09,0.14
314011382,1950.0,2.9,1807.0,0.1,15.4,3.8,0.12,0.13
314011383,2200.0,3.2,1965.0,0.06,14.9,3.7,0.1,0.13
314011384,2158.0,3.0,1686.0,0.1,15.8,4.1,0.09,0.14
314011385,2167.0,3.3,2138.0,0.04,13.9,3.4,0.1,0.15
314011386,2000.0,2.8,1749.0,0.09,15.9,4.0,0.18,0.12
314011387,2210.0,3.1,2092.0,0.07,15.6,4.0,0.13,0.16
314021388,1820.0,2.6,1210.0,0.17,16.1,6.3,0.12,0.08
314021389,2080.0,2.8,1618.0,0.1,13.8,4.1,0.1,0.12
314021390,2265.0,3.0,1749.0,0.08,13.4,5.1,0.1,0.14
314031391,1842.0,2.9,1451.0,0.13,16.2,5.4,0.15,0.08
314031392,1733.0,2.5,1125.0,0.2,17.8,7.8,0.19,0.07
314031393,1896.0,2.8,1488.0,0.1,16.9,5.4,0.18,0.1
314031394,1643.0,2.5,1184.0,0.19,17.8,6.6,0.18,0.08
315011395,0.0,5.0,1133.0,0.79,23.8,22.5,0.0,0.08
315011396,1083.0,2.8,925.0,0.43,27.9,12.6,0.03,0.14
315011397,650.0,2.4,836.0,0.34,14.2,4.2,0.01,0.32
315011398,0.0,3.9,1100.0,0.72,22.7,14.7,0.0,0.09
315011399,3033.0,3.6,1032.0,0.54,35.6,8.5,0.05,0.07
315011400,1213.0,2.5,809.0,0.26,15.0,5.7,0.02,0.27
315011401,1733.0,3.4,1568.0,0.32,26.9,5.2,0.02,0.11
315011402,0.0,3.7,866.0,0.55,32.2,7.6,0.01,0.07
315011403,2000.0,2.8,2411.0,0.15,9.1,2.5,0.01,0.08
315021404,800.0,3.3,970.0,0.39,18.5,9.1,0.04,0.13
315021405,2000.0,2.7,1993.0,0.19,8.1,4.3,0.01,0.08
315021406,1500.0,2.6,1277.0,0.27,11.8,4.5,0.09,0.12
315021407,693.0,2.4,965.0,0.28,10.5,2.3,0.06,0.29
315031408,900.0,2.4,928.0,0.28,12.1,2.4,0.01,0.28
315031409,1083.0,2.5,981.0,0.32,16.4,4.6,0.0,0.19
315031410,737.0,2.3,954.0,0.35,14.3,3.3,0.0,0.27
315031411,542.0,2.4,872.0,0.37,14.9,4.3,0.0,0.3
315031412,1473.0,2.5,1062.0,0.26,15.9,2.5,0.01,0.2
316011413,1950.0,2.4,1015.0,0.19,13.9,6.1,0.02,0.13
316011414,2000.0,2.8,1397.0,0.09,14.4,5.7,0.03,0.14
316011415,2022.0,2.8,1342.0,0.1,15.4,6.8,0.02,0.11
316011416,2165.0,2.7,1013.0,0.16,14.4,9.1,0.03,0.1
316021417,1733.0,2.6,996.0,0.18,14.9,7.0,0.02,0.09
316021418,2000.0,2.3,1052.0,0.19,15.1,7.0,0.02,0.14
316021419,1674.0,1.9,769.0,0.27,14.4,8.8,0.04,0.11
316021420,2052.0,2.7,1060.0,0.16,15.0,6.6,0.03,0.11
316021421,2031.0,2.3,928.0,0.22,13.7,7.4,0.03,0.13
316021422,1800.0,2.4,946.0,0.21,16.3,7.3,0.03,0.1
316021423,2000.0,2.4,1072.0,0.15,14.9,6.5,0.03,0.13
316021424,1950.0,2.6,1065.0,0.18,14.4,7.1,0.03,0.11
316031425,1900.0,2.5,1079.0,0.15,15.7,7.2,0.02,0.11
316031426,1800.0,2.5,1054.0,0.14,15.9,7.6,0.03,0.12
316031427,1733.0,2.1,863.0,0.23,14.2,7.9,0.02,0.11
316031428,1800.0,2.1,1016.0,0.17,16.4,7.7,0.03,0.13
316041429,1842.0,2.7,1116.0,0.16,14.4,6.5,0.02,0.11
316041430,1950.0,2.7,1123.0,0.15,17.5,7.4,0.02,0.15
316041431,1733.0,2.6,1028.0,0.15,16.6,7.5,0.02,0.13
316041432,1733.0,2.5,934.0,0.21,16.7,7.6,0.02,0.09
316041433,1698.0,2.6,973.0,0.15,17.6,7.5,0.02,0.12
316051434,1820.0,2.2,1090.0,0.15,17.0,6.7,0.02,0.17
316051435,1950.0,2.2,927.0,0.17,13.6,6.4,0.02,0.17
316051436,2000.0,2.7,1194.0,0.1,16.3,6.8,0.02,0.15
316051437,1777.0,2.4,1092.0,0.12,14.8,7.8,0.03,0.15
316051438,1780.0,2.3,861.0,0.22,15.7,7.4,0.03,0.1
316061439,1890.0,2.7,1048.0,0.17,14.5,6.7,0.05,0.12
316061440,1500.0,2.3,864.0,0.16,17.2,6.9,0.04,0.16
316061441,1800.0,2.7,1065.0,0.16,16.4,6.2,0.07,0.14
316061442,1950.0,2.8,1155.0,0.14,15.6,7.0,0.04,0.1
316061443,1600.0,2.4,941.0,0.18,18.1,5.1,0.03,0.14
316061444,1875.0,2.7,1145.0,0.14,16.7,6.4,0.02,0.14
317011445,1690.0,3.0,1455.0,0.11,15.6,3.0,0.0,0.13
317011446,1517.0,2.4,1021.0,0.21,15.7,6.9,0.02,0.08
317011447,1408.0,2.3,850.0,0.29,14.9,5.9,0.01,0.08
317011448,1419.0,2.6,907.0,0.32,14.4,7.5,0.03,0.12
317011449,1598.0,3.0,1402.0,0.14,11.9,4.5,0.01,0.09
317011450,1863.0,3.0,1533.0,0.11,13.0,3.2,0.01,0.13
317011451,1482.0,2.8,1195.0,0.19,14.9,4.2,0.01,0.15
317011452,1733.0,2.8,1719.0,0.12,11.6,2.9,0.01,0.16
317011453,1359.0,2.2,894.0,0.29,15.4,6.4,0.01,0.07
317011454,1300.0,2.3,918.0,0.27,16.8,7.4,0.01,0.08
317011455,1690.0,2.5,1217.0,0.18,15.9,4.1,0.01,0.12
317011456,1482.0,2.2,927.0,0.25,17.5,5.3,0.01,0.09
317011457,1733.0,2.3,1242.0,0.2,15.1,4.7,0.01,0.13
317011458,1733.0,2.9,1458.0,0.15,11.5,3.0,0.01,0.12
317011459,1418.0,2.4,881.0,0.28,13.9,6.2,0.01,0.07
318011460,1300.0,2.4,965.0,0.3,10.6,4.1,0.02,0.12
318011461,1213.0,2.6,1012.0,0.28,10.4,4.0,0.02,0.23
318011462,1350.0,2.5,979.0,0.3,15.1,6.3,0.06,0.09
318011463,1300.0,2.7,930.0,0.29,10.5,3.6,0.05,0.25
318011464,1185.0,2.3,812.0,0.38,11.0,5.0,0.01,0.1
318011465,1200.0,2.4,961.0,0.28,11.6,2.7,0.02,0.19
318011466,0.0,4.8,1153.0,0.11,41.0,26.0,0.16,0.05
318021467,1733.0,2.5,1201.0,0.21,15.2,5.1,0.03,0.09
318021468,1932.0,3.1,1950.0,0.07,13.9,3.1,0.01,0.12
318021469,1955.0,2.3,1199.0,0.22,15.2,3.9,0.03,0.13
318021470,2058.0,3.1,1847.0,0.08,12.2,3.2,0.01,0.11
318021471,1733.0,2.8,1198.0,0.19,14.2,6.2,0.02,0.08
318021472,1668.0,2.6,1187.0,0.21,16.7,5.3,0.03,0.09
318021473,2167.0,3.0,1720.0,0.1,12.4,3.8,0.02,0.1
318021474,2167.0,2.8,1782.0,0.06,18.0,7.0,0.02,0.09
318021475,1731.0,2.1,1006.0,0.26,17.8,6.2,0.02,0.09
318021476,1733.0,2.5,1078.0,0.23,16.2,6.5,0.02,0.07
318021477,1700.0,2.5,1117.0,0.23,16.2,7.3,0.02,0.07
318021478,1603.0,2.1,1045.0,0.24,18.0,5.5,0.03,0.09
318021479,1700.0,2.2,1032.0,0.25,17.8,6.3,0.03,0.09
318021480,1800.0,3.0,1414.0,0.15,14.9,6.3,0.03,0.08
318021481,1625.0,2.7,1191.0,0.22,14.2,6.4,0.02,0.07
318021482,1851.0,3.0,1719.0,0.1,12.1,4.2,0.02,0.1
318021483,1600.0,2.1,944.0,0.24,21.0,6.2,0.07,0.14
318021484,2080.0,2.8,1707.0,0.12,13.6,3.5,0.02,0.1
318021485,1733.0,2.3,1106.0,0.24,13.8,4.9,0.02,0.09
318021486,1733.0,2.5,1116.0,0.21,14.5,5.4,0.02,0.1
318021487,2058.0,2.8,1632.0,0.13,12.3,4.2,0.02,0.13
318021488,1842.0,2.1,1179.0,0.22,18.4,5.6,0.02,0.1
318021489,1733.0,2.7,1392.0,0.18,18.6,3.6,0.01,0.12
318021490,2167.0,2.0,1490.0,0.14,15.0,5.1,0.03,0.14
318021491,1625.0,2.6,1202.0,0.24,14.6,6.7,0.01,0.07
319011492,1500.0,2.5,864.0,0.28,15.2,9.3,0.02,0.09
319011493,1560.0,2.5,907.0,0.22,17.3,8.6,0.01,0.13
319011494,1430.0,2.7,995.0,0.18,15.4,6.8,0.01,0.1
319011495,1330.0,2.2,673.0,0.33,18.5,14.3,0.04,0.09
319011496,1517.0,2.5,949.0,0.23,14.4,7.2,0.02,0.1
319011497,1365.0,2.4,798.0,0.27,14.9,8.3,0.01,0.11
319011498,1333.0,2.6,899.0,0.23,17.9,7.5,0.02,0.17
319011499,1300.0,2.4,796.0,0.28,15.1,7.9,0.02,0.19
319011500,1408.0,2.4,840.0,0.31,15.7,7.2,0.01,0.1
319011501,1365.0,2.3,767.0,0.3,16.6,9.7,0.01,0.07
319011502,1343.0,2.4,800.0,0.28,17.4,10.0,0.01,0.09
319021503,1083.0,2.3,789.0,0.31,16.6,4.1,0.02,0.22
319021504,1083.0,2.4,687.0,0.28,16.0,10.3,0.03,0.17
319021505,1500.0,2.5,959.0,0.26,13.9,6.0,0.03,0.11
319021506,1000.0,2.6,747.0,0.34,18.9,8.5,0.01,0.2
319021507,1300.0,2.6,930.0,0.23,18.1,3.7,0.02,0.26
319021508,1002.0,2.3,797.0,0.38,13.8,6.1,0.04,0.33
319021509,1083.0,2.4,685.0,0.31,17.1,9.1,0.02,0.12
319021510,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
319031511,1391.0,2.2,678.0,0.27,13.5,10.2,0.01,0.12
319031512,1300.0,2.3,771.0,0.3,16.3,9.2,0.01,0.09
319031513,1560.0,2.6,996.0,0.22,14.0,5.0,0.01,0.12
319031514,1387.0,2.6,865.0,0.22,17.3,7.2,0.01,0.16
319031515,1181.0,2.4,745.0,0.3,16.1,6.7,0.01,0.27
319041516,1487.0,2.7,907.0,0.17,23.9,11.8,0.01,0.09
319041517,1733.0,2.8,1062.0,0.11,17.2,9.1,0.01,0.11
