region_id,median_mortgage,average_household_size,median_household_income,percent_female_earner,percent_no_internet,percent_unemployment,percent_public_transport,percent_born_managers
319041518,1517.0,2.4,756.0,0.25,16.0,11.6,0.01,0.09
319041519,1517.0,2.4,778.0,0.22,18.9,12.1,0.01,0.09
319041520,1500.0,2.3,738.0,0.28,17.6,11.9,0.01,0.09
319041521,1668.0,2.4,778.0,0.24,16.4,11.0,0.01,0.1
319051522,1300.0,2.4,756.0,0.28,17.4,11.3,0.02,0.1
319051523,1300.0,2.5,794.0,0.3,16.7,9.6,0.01,0.09
319051524,1300.0,2.3,770.0,0.3,17.8,10.0,0.01,0.08
319051525,1100.0,2.4,735.0,0.25,20.2,9.1,0.02,0.15
319051526,1445.0,2.6,1005.0,0.21,16.7,5.3,0.01,0.11
397979799,0.0,0.0,0.0,,0.0,3.6,0.02,0.09
401011001,1833.0,1.8,939.0,0.11,20.0,11.2,0.12,0.12
401011002,2000.0,1.9,1530.0,0.12,18.4,5.4,0.12,0.15
401021003,1600.0,2.8,1378.0,0.15,17.4,3.9,0.04,0.16
401021004,1796.0,2.7,1719.0,0.11,16.1,3.4,0.09,0.15
401021005,1647.0,2.6,1409.0,0.16,14.8,3.4,0.06,0.17
401021006,1600.0,2.6,1216.0,0.18,15.2,3.5,0.04,0.17
401021007,1700.0,2.6,1174.0,0.18,15.6,5.1,0.06,0.12
401021008,1482.0,2.7,1278.0,0.17,18.0,3.8,0.04,0.15
401021009,1625.0,2.7,1314.0,0.12,16.0,4.6,0.05,0.11
401021010,1860.0,2.8,1651.0,0.14,17.3,4.0,0.06,0.17
401031011,2000.0,2.5,1493.0,0.16,14.8,4.2,0.1,0.16
401031012,2150.0,2.5,1687.0,0.13,13.9,4.4,0.07,0.18
401031013,2000.0,2.2,1343.0,0.18,14.3,4.8,0.09,0.15
401041014,1571.0,2.8,1455.0,0.17,15.3,4.2,0.11,0.13
401041015,1500.0,2.4,957.0,0.27,13.9,5.6,0.14,0.1
401041016,1733.0,2.4,1054.0,0.24,15.4,5.5,0.11,0.11
401051017,1900.0,1.9,1198.0,0.18,18.0,5.2,0.13,0.14
401051018,1625.0,2.2,971.0,0.27,16.3,5.5,0.15,0.11
401051019,1954.0,2.3,1279.0,0.19,15.6,4.8,0.12,0.14
401061020,1733.0,2.4,1299.0,0.2,14.5,3.8,0.11,0.13
401061021,1750.0,2.5,1360.0,0.18,16.5,4.8,0.13,0.13
401061022,2000.0,2.3,1452.0,0.18,15.0,4.4,0.1,0.16
401071023,1950.0,2.3,1431.0,0.16,15.0,4.6,0.15,0.15
401071024,2000.0,2.3,1414.0,0.17,16.0,4.7,0.11,0.15
402011025,1521.0,2.8,1331.0,0.16,13.8,4.5,0.04,0.12
402011026,1408.0,2.4,959.0,0.25,14.6,6.0,0.06,0.1
402011027,1517.0,2.8,1246.0,0.17,15.1,5.0,0.03,0.11
402021028,1473.0,2.8,1260.0,0.14,12.7,6.1,0.06,0.08
402021029,1300.0,2.7,850.0,0.25,15.9,12.5,0.08,0.07
402021030,999.0,2.2,594.0,0.39,14.9,16.8,0.1,0.05
402021031,1235.0,2.5,869.0,0.26,15.3,9.4,0.08,0.07
402021032,1700.0,3.0,1301.0,0.14,13.9,5.0,0.04,0.11
402021033,1500.0,2.9,1693.0,0.12,15.7,4.5,0.03,0.17
402021034,1083.0,2.4,698.0,0.32,15.6,14.2,0.1,0.05
402021035,1733.0,2.6,801.0,0.31,10.7,5.4,0.03,0.27
402031036,1517.0,2.4,836.0,0.3,16.8,8.6,0.12,0.08
402031037,1700.0,2.5,1120.0,0.21,17.1,5.9,0.12,0.1
402031038,1625.0,2.3,974.0,0.24,16.8,6.1,0.15,0.09
402041039,326.0,0.0,0.0,,0.0,0.0,,
402041040,1440.0,2.5,980.0,0.24,15.8,6.1,0.1,0.08
402041041,1473.0,2.6,1114.0,0.2,13.6,6.1,0.08,0.09
402041042,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
402041043,1400.0,2.8,982.0,0.23,15.5,8.1,0.08,0.07
402041044,1354.0,2.8,1114.0,0.19,14.7,7.8,0.06,0.08
402041045,1806.0,2.6,1332.0,0.15,14.7,5.4,0.11,0.12
402041046,1229.0,2.4,792.0,0.3,14.1,10.6,0.09,0.07
402041047,1376.0,2.5,1041.0,0.21,14.0,5.9,0.08,0.09
402041048,1343.0,2.6,939.0,0.25,15.3,8.9,0.06,0.07
402051049,1733.0,2.6,1420.0,0.15,12.3,4.0,0.11,0.14
402051050,1725.0,2.8,1530.0,0.11,12.7,4.3,0.1,0.12
402051051,1600.0,2.7,1436.0,0.14,16.2,4.1,0.11,0.13
402051052,1473.0,2.3,926.0,0.26,14.7,6.5,0.13,0.08
402051053,1517.0,2.6,1307.0,0.15,15.2,4.5,0.11,0.1
402051054,1517.0,2.6,1349.0,0.13,14.8,4.3,0.12,0.09
402051055,1442.0,2.4,1132.0,0.2,13.6,4.7,0.13,0.1
403011056,1733.0,2.2,1163.0,0.21,15.1,4.3,0.12,0.14
403011057,1900.0,2.1,1162.0,0.21,14.8,4.8,0.12,0.16
403021058,1562.0,2.1,941.0,0.27,18.1,5.7,0.16,0.09
403021059,1600.0,2.7,1454.0,0.11,15.4,4.2,0.11,0.1
403021060,1799.0,2.5,1301.0,0.17,15.5,4.5,0.1,0.12
403021061,1517.0,2.2,863.0,0.28,17.5,7.3,0.14,0.08
403021062,1681.0,2.2,944.0,0.28,15.1,5.1,0.13,0.11
403021063,1603.0,2.8,1486.0,0.09,16.8,4.2,0.08,0.09
403021064,1600.0,2.2,909.0,0.27,15.1,6.3,0.13,0.1
403031065,1863.0,2.6,1674.0,0.12,18.3,3.7,0.09,0.16
403031066,1733.0,2.5,1256.0,0.15,18.6,6.7,0.12,0.12
403031067,1733.0,2.6,1541.0,0.13,15.1,3.7,0.11,0.13
403031068,1733.0,2.5,1376.0,0.2,15.1,4.0,0.11,0.13
403031069,2000.0,2.5,1488.0,0.16,15.6,3.7,0.09,0.16
403031070,1540.0,2.4,996.0,0.24,15.6,6.5,0.11,0.12
403041071,1517.0,2.7,1410.0,0.13,15.2,4.1,0.08,0.11
403041072,1517.0,2.5,987.0,0.2,15.9,7.4,0.03,0.09
403041073,1400.0,2.3,777.0,0.29,17.0,9.6,0.1,0.07
403041074,1300.0,2.3,851.0,0.24,16.1,8.1,0.08,0.08
403041075,1733.0,2.8,1553.0,0.12,14.4,4.1,0.05,0.17
403041076,1798.0,2.8,1805.0,0.06,16.5,2.8,0.09,0.14
403041077,1700.0,2.8,1600.0,0.1,15.8,4.5,0.08,0.13
403041078,1394.0,2.6,1084.0,0.18,16.5,6.0,0.05,0.09
403041079,1283.0,2.4,793.0,0.25,17.8,9.5,0.08,0.06
403041080,1517.0,2.5,1289.0,0.14,14.7,4.1,0.07,0.1
403041081,0.0,0.0,0.0,,0.0,0.0,,
403041082,0.0,1.4,825.0,0.25,0.0,13.6,0.0,0.31
403041083,1567.0,2.6,1136.0,0.19,14.5,4.2,0.03,0.16
403041084,1337.0,2.4,951.0,0.22,16.8,6.6,0.08,0.08
403041085,1300.0,2.3,852.0,0.25,15.9,7.0,0.07,0.07
403041086,1317.0,2.4,1030.0,0.19,17.6,5.9,0.08,0.08
403041087,1515.0,2.5,1074.0,0.18,16.6,6.4,0.06,0.09
403041088,1400.0,2.7,1193.0,0.15,16.9,4.9,0.03,0.15
403041089,1517.0,2.8,1342.0,0.14,14.6,4.4,0.06,0.1
404011090,1600.0,2.4,1072.0,0.28,19.6,5.9,0.09,0.09
404011091,1670.0,2.4,954.0,0.3,13.8,5.3,0.1,0.1
404011092,1800.0,2.4,1188.0,0.23,13.3,4.1,0.09,0.13
404011093,1700.0,2.3,1062.0,0.25,18.7,6.7,0.14,0.11
404011094,1595.0,2.3,888.0,0.33,16.5,5.9,0.07,0.07
404011095,1649.0,2.3,942.0,0.29,14.1,5.5,0.09,0.11
404011096,1733.0,2.2,1104.0,0.24,13.5,4.3,0.07,0.15
404011097,1600.0,2.5,949.0,0.29,17.3,7.5,0.11,0.09
404021098,0.0,0.0,0.0,,0.0,0.0,,
404021099,1560.0,2.2,1127.0,0.23,16.9,5.0,0.11,0.11
404021100,1517.0,2.4,1037.0,0.26,14.9,5.7,0.08,0.1
404021101,1452.0,2.2,850.0,0.31,17.5,7.5,0.1,0.08
404021102,1634.0,2.5,805.0,0.32,16.5,8.9,0.11,0.07
404021103,0.0,1.0,691.0,0.7,0.0,33.3,0.0,0.0
404031104,0.0,0.0,0.0,,0.0,0.0,,
404031105,1800.0,2.3,1029.0,0.3,14.1,4.1,0.1,0.12
404031106,1625.0,2.3,1027.0,0.24,15.2,5.5,0.12,0.11
404031107,1680.0,2.2,985.0,0.23,16.3,5.9,0.14,0.1
404031108,1733.0,2.3,1030.0,0.26,16.2,6.2,0.15,0.1
404031109,1800.0,2.3,1225.0,0.18,13.6,4.5,0.09,0.14
405011110,1400.0,2.5,1106.0,0.21,15.1,3.5,0.01,0.18
405011111,1300.0,2.6,1093.0,0.22,13.7,4.4,0.02,0.18
405011112,1517.0,2.8,1327.0,0.15,15.3,4.2,0.03,0.14
405011113,1083.0,2.5,980.0,0.24,15.5,5.3,0.02,0.22
405011114,1408.0,2.4,981.0,0.28,10.7,3.7,0.01,0.13
405011115,1300.0,2.3,1117.0,0.26,11.1,3.0,0.02,0.15
405021116,1300.0,2.4,996.0,0.25,17.0,3.0,0.01,0.15
405021117,1083.0,2.4,909.0,0.24,16.0,3.7,0.01,0.28
405021118,780.0,2.3,771.0,0.31,13.8,5.0,0.01,0.31
405021119,953.0,2.3,813.0,0.3,15.6,4.6,0.01,0.27
405031120,900.0,2.3,857.0,0.3,16.9,3.6,0.01,0.29
405031121,700.0,2.2,726.0,0.35,18.7,5.1,0.01,0.29
405031122,1000.0,2.3,749.0,0.37,14.2,8.0,0.01,0.08
405031123,975.0,2.4,914.0,0.3,15.9,5.5,0.01,0.22
405041124,1086.0,2.4,832.0,0.31,13.7,5.8,0.01,0.14
405041125,1083.0,2.2,721.0,0.34,15.5,6.5,0.01,0.13
405041126,1093.0,2.1,726.0,0.34,16.6,8.3,0.0,0.13
405041127,1000.0,2.2,751.0,0.35,14.2,4.4,0.0,0.29
405041128,975.0,2.1,697.0,0.33,13.6,4.5,0.01,0.23
406011129,1257.0,2.4,1040.0,0.33,16.7,5.1,0.0,0.13
406011130,1116.0,2.4,887.0,0.29,14.8,3.9,0.01,0.31
406011131,850.0,2.3,937.0,0.28,14.9,2.3,0.03,0.37
406011132,841.0,2.3,880.0,0.32,14.7,3.3,0.01,0.37
406011133,1365.0,2.4,949.0,0.27,13.6,5.3,0.01,0.12
406011134,1127.0,2.5,912.0,0.28,16.5,4.9,0.02,0.31
406011135,0.0,2.0,1281.0,0.71,40.0,0.0,0.16,0.15
406011136,1300.0,2.3,943.0,0.29,11.2,8.1,0.03,0.08
406011137,0.0,0.0,0.0,,0.0,0.0,,
406021138,0.0,3.8,1137.0,0.69,26.7,11.9,0.01,0.1
406021139,572.0,2.0,739.0,0.36,25.7,8.9,0.03,0.12
406021140,977.0,2.2,925.0,0.29,17.8,5.0,0.01,0.19
406021141,905.0,2.3,1251.0,0.29,12.9,3.2,0.12,0.17
406021142,1200.0,2.4,984.0,0.32,15.4,5.9,0.02,0.08
406021143,2323.0,2.9,2718.0,0.07,4.2,1.9,0.09,0.08
407011144,1150.0,2.1,740.0,0.28,14.3,7.1,0.01,0.12
407011145,1127.0,2.2,843.0,0.27,20.6,4.3,0.01,0.25
407011146,1517.0,2.5,986.0,0.23,14.6,5.1,0.02,0.13
407011147,1517.0,2.6,1101.0,0.18,16.4,4.7,0.02,0.21
407011148,1300.0,2.1,746.0,0.27,14.1,7.0,0.01,0.12
407011149,1218.0,2.2,794.0,0.25,17.2,5.5,0.01,0.23
407021150,1300.0,2.6,1081.0,0.25,12.8,4.8,0.01,0.25
407021151,1099.0,2.2,842.0,0.29,10.7,2.8,0.0,0.3
407021152,1000.0,2.3,795.0,0.33,12.2,7.5,0.01,0.12
407021153,1300.0,2.4,931.0,0.28,13.4,6.6,0.01,0.11
407021154,1181.0,2.3,989.0,0.28,13.6,4.0,0.0,0.16
407021155,932.0,2.6,1152.0,0.21,12.7,2.1,0.01,0.45
407021156,940.0,2.3,907.0,0.3,15.4,4.7,0.01,0.28
407021157,1018.0,2.5,949.0,0.26,13.1,2.7,0.0,0.28
407021158,964.0,2.5,981.0,0.28,13.5,5.4,0.01,0.24
407031159,1083.0,2.4,834.0,0.3,18.0,6.6,0.01,0.17
407031160,1083.0,2.2,756.0,0.33,15.7,9.0,0.01,0.11
407031161,790.0,2.3,833.0,0.31,16.5,2.6,0.0,0.42
407031162,1104.0,2.3,855.0,0.31,18.4,5.0,0.0,0.16
407031163,867.0,2.5,848.0,0.23,22.6,6.0,0.01,0.36
407031164,1083.0,2.2,764.0,0.31,16.0,6.2,0.01,0.22
407031165,1209.0,2.4,810.0,0.32,15.0,7.6,0.01,0.1
407031166,1192.0,2.6,970.0,0.25,18.7,5.1,0.01,0.26
407031167,1007.0,2.2,730.0,0.35,15.1,8.0,0.01,0.11
407031168,1161.0,2.6,963.0,0.25,17.1,4.2,0.0,0.2
407031169,874.0,2.3,785.0,0.29,16.2,5.1,0.01,0.33
407031170,1008.0,2.3,755.0,0.32,16.5,4.9,0.01,0.21
497979799,0.0,0.0,0.0,,0.0,0.0,,0.0
501011001,1600.0,2.3,946.0,0.23,10.8,3.8,0.02,0.26
501011002,1820.0,2.5,989.0,0.23,11.3,5.2,0.02,0.12
501011003,2058.0,2.6,1328.0,0.14,11.5,3.8,0.02,0.19
501011004,1762.0,2.6,1216.0,0.14,12.3,4.3,0.01,0.13
501021005,1950.0,2.8,1681.0,0.13,8.9,4.4,0.05,0.1
501021006,1625.0,2.2,1151.0,0.24,10.1,5.4,0.04,0.1
501021007,1625.0,2.6,1167.0,0.19,13.6,4.3,0.03,0.14
501021008,1500.0,2.3,1014.0,0.27,12.2,7.2,0.04,0.06
501021009,1582.0,2.5,1356.0,0.28,7.6,4.7,0.1,0.06
501021010,1915.0,2.8,1439.0,0.14,9.0,3.8,0.02,0.19
501021011,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
501021012,1900.0,2.7,1581.0,0.14,8.6,4.0,0.05,0.09
501021013,2002.0,3.1,1864.0,0.09,9.4,3.9,0.04,0.11
501021014,1633.0,2.6,1113.0,0.24,9.4,5.2,0.03,0.15
501021015,1746.0,2.5,1197.0,0.23,9.2,5.2,0.04,0.08
501021016,1517.0,2.5,1133.0,0.26,8.8,5.6,0.03,0.11
501031017,1328.0,2.4,884.0,0.23,13.3,4.2,0.03,0.22
501031018,1430.0,2.5,996.0,0.21,12.9,3.9,0.02,0.19
501031019,1300.0,2.4,947.0,0.29,13.4,4.7,0.01,0.15
501031020,1400.0,2.4,849.0,0.27,17.5,4.0,0.02,0.27
502011021,1900.0,2.6,1188.0,0.15,10.1,6.3,0.08,0.09
502011022,2000.0,2.4,1024.0,0.18,10.3,7.2,0.08,0.1
502011023,1625.0,2.4,846.0,0.24,10.5,7.9,0.08,0.06
502011024,2100.0,2.5,1220.0,0.15,9.7,5.8,0.09,0.11
502011025,1517.0,1.9,713.0,0.31,10.3,11.3,0.11,0.09
502011026,2000.0,2.4,1015.0,0.19,10.6,6.7,0.08,0.11
502011027,2167.0,2.7,1448.0,0.13,9.8,5.0,0.1,0.1
502011028,1733.0,2.3,843.0,0.25,10.9,8.6,0.09,0.08
502011029,1842.0,2.6,1011.0,0.22,10.1,5.6,0.05,0.11
503011030,3033.0,2.8,2566.0,0.12,8.1,3.1,0.08,0.21
503011031,2500.0,2.2,1668.0,0.13,12.7,3.6,0.18,0.17
503011032,2817.0,2.5,2442.0,0.09,10.1,3.3,0.17,0.19
503011033,2600.0,3.0,2588.0,0.11,10.3,2.8,0.11,0.18
503011034,2500.0,2.4,1645.0,0.13,11.0,4.2,0.17,0.17
503011035,2975.0,2.7,2176.0,0.09,12.0,5.4,0.12,0.16
503011036,2708.0,2.7,2101.0,0.11,8.5,3.6,0.14,0.18
503021037,7250.0,1.9,1750.0,0.0,0.0,0.0,0.0,0.5
503021038,2300.0,2.4,1923.0,0.14,13.5,3.2,0.16,0.14
503021039,2167.0,2.2,1658.0,0.14,13.9,4.2,0.2,0.15
503021040,2400.0,2.3,1735.0,0.17,14.2,3.4,0.15,0.15
503021041,2383.0,1.8,1713.0,0.11,15.9,5.2,0.24,0.14
503021042,2383.0,2.1,1749.0,0.14,13.1,3.2,0.21,0.15
503021043,2015.0,2.2,1517.0,0.14,14.7,3.8,0.19,0.13
504011044,1842.0,2.4,1274.0,0.21,15.1,4.5,0.14,0.1
504011045,2000.0,2.4,1366.0,0.19,14.9,4.4,0.17,0.11
504011046,1950.0,2.0,1217.0,0.18,16.7,5.4,0.23,0.11
504011047,1890.0,2.6,1229.0,0.22,12.6,4.8,0.1,0.09
504011048,1900.0,2.7,1410.0,0.17,11.3,3.4,0.08,0.11
504021049,1885.0,2.7,1327.0,0.15,16.5,3.4,0.06,0.12
504021050,2000.0,2.8,1810.0,0.09,13.7,3.8,0.09,0.15
504021051,1890.0,2.7,1561.0,0.15,10.8,3.6,0.08,0.12
504021052,0.0,2.0,100.0,0.0,0.0,0.0,0.0,
504021053,1892.0,2.8,1600.0,0.13,13.6,3.7,0.07,0.12
504021054,1625.0,2.5,1197.0,0.23,12.6,5.5,0.09,0.08
504031055,0.0,0.0,0.0,,0.0,0.0,,
504031056,1733.0,3.1,1490.0,0.13,13.7,5.0,0.07,0.09
504031057,1733.0,2.9,1385.0,0.16,12.9,5.4,0.08,0.08
504031058,2084.0,2.8,1453.0,0.14,12.9,4.7,0.04,0.12
504031059,2340.0,3.0,1748.0,0.09,11.0,3.9,0.07,0.12
504031060,2167.0,2.9,1888.0,0.09,13.1,2.9,0.05,0.17
504031061,1733.0,2.5,1460.0,0.17,13.5,4.2,0.09,0.11
504031062,1600.0,2.6,1167.0,0.22,12.9,5.2,0.1,0.08
504031063,0.0,1.0,1750.0,0.0,0.0,0.0,0.0,0.0
504031064,0.0,2.0,1125.0,0.0,0.0,0.0,0.0,0.0
504031065,1733.0,2.6,1193.0,0.22,13.0,5.0,0.08,0.11
504031066,1733.0,2.1,1045.0,0.26,15.4,6.6,0.13,0.09
504031067,1750.0,2.9,1506.0,0.15,11.1,4.3,0.09,0.09
504031068,2350.0,2.9,1951.0,0.09,11.5,3.4,0.05,0.17
504031069,0.0,0.0,0.0,,0.0,0.0,,
505011070,1842.0,2.5,1371.0,0.15,15.4,4.9,0.12,0.08
505011071,2000.0,3.1,1898.0,0.08,12.1,4.4,0.15,0.11
505011072,2000.0,2.8,1957.0,0.09,12.0,3.0,0.14,0.13
505011073,1904.0,2.6,1556.0,0.13,13.9,3.8,0.14,0.1
505011074,1863.0,2.7,1584.0,0.11,12.5,4.4,0.12,0.1
505011075,2167.0,2.9,2202.0,0.08,10.7,3.7,0.12,0.17
505011076,2687.0,3.3,2581.0,0.05,7.9,3.7,0.14,0.16
505011077,1842.0,2.6,1558.0,0.11,13.4,5.2,0.17,0.11
505011078,1800.0,2.7,1722.0,0.13,11.8,3.3,0.13,0.12
505011079,2167.0,2.8,1829.0,0.1,12.2,3.5,0.12,0.13
505011080,2119.0,3.1,2096.0,0.08,11.3,4.2,0.13,0.14
505011081,1900.0,2.6,1584.0,0.12,13.9,3.7,0.15,0.09
505011082,2167.0,2.7,2013.0,0.11,10.8,3.0,0.11,0.17
505011083,1907.0,3.0,1996.0,0.09,11.2,3.1,0.13,0.12
505021084,1950.0,2.3,1236.0,0.23,13.9,4.0,0.12,0.1
505021085,1575.0,2.8,965.0,0.26,14.6,8.5,0.1,0.06
505021086,2000.0,2.5,1277.0,0.21,12.1,4.0,0.1,0.12
505021087,0.0,1.0,350.0,0.0,0.0,0.0,,
505021088,2200.0,2.3,1574.0,0.18,13.6,3.9,0.13,0.13
505021089,2167.0,2.7,1945.0,0.12,11.3,3.2,0.1,0.15
505021090,2000.0,2.3,1135.0,0.23,16.4,6.4,0.14,0.07
505021091,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
505021092,2167.0,2.1,1565.0,0.14,15.1,3.6,0.13,0.12
505021093,2037.0,2.4,1417.0,0.19,10.9,3.8,0.12,0.13
505021094,2400.0,2.4,1609.0,0.17,11.1,2.6,0.09,0.16
505021095,1900.0,2.0,1193.0,0.22,15.5,4.7,0.15,0.1
505021096,2500.0,2.6,1706.0,0.13,11.1,3.9,0.1,0.16
505021097,2019.0,2.2,1268.0,0.2,13.4,4.4,0.14,0.12
505031098,1560.0,2.9,1261.0,0.19,13.2,5.9,0.07,0.08
505031099,2167.0,2.9,1365.0,0.13,11.5,5.6,0.14,0.08
505031100,2300.0,3.1,1763.0,0.08,10.9,5.0,0.11,0.1
505031101,2000.0,2.8,1484.0,0.1,13.4,6.2,0.19,0.09
505031102,1500.0,2.6,990.0,0.26,13.4,7.1,0.1,0.07
505031103,2200.0,3.2,1947.0,0.08,11.8,3.6,0.09,0.13
505031104,1651.0,2.9,1248.0,0.19,13.3,4.9,0.08,0.09
505031105,2219.0,3.1,1870.0,0.08,10.7,4.9,0.12,0.12
505031106,0.0,0.0,0.0,,0.0,0.0,,
505031107,2400.0,3.0,1790.0,0.1,11.1,3.0,0.11,0.11
505031108,2102.0,2.7,1508.0,0.15,12.2,4.2,0.1,0.1
505031109,2000.0,2.6,1197.0,0.17,13.1,5.9,0.09,0.09
506011110,1500.0,2.5,941.0,0.26,13.2,8.5,0.11,0.06
506011111,0.0,0.0,0.0,,0.0,0.0,,
506011112,1517.0,2.7,1157.0,0.2,14.1,6.4,0.1,0.07
506011113,2600.0,2.9,2107.0,0.07,11.4,3.3,0.11,0.12
506011114,1647.0,2.5,1154.0,0.21,13.6,5.8,0.12,0.09
506011115,2000.0,2.7,1622.0,0.14,9.3,3.6,0.08,0.12
506011116,2000.0,2.8,1782.0,0.11,13.1,3.5,0.08,0.14
506011117,1863.0,2.9,1436.0,0.14,11.5,4.8,0.09,0.07
506021118,2000.0,2.4,1354.0,0.19,13.8,4.7,0.12,0.11
506021119,2167.0,2.3,1384.0,0.17,15.9,5.2,0.21,0.11
506021120,0.0,0.0,3750.0,1.0,0.0,0.0,,
506021121,0.0,0.0,0.0,,0.0,0.0,,
506021122,2000.0,2.4,1211.0,0.23,13.7,5.5,0.14,0.09
506021123,2100.0,2.2,1509.0,0.14,15.5,4.7,0.22,0.13
506031124,1954.0,2.4,943.0,0.23,14.4,9.1,0.19,0.07
506031125,2000.0,3.3,2099.0,0.06,11.1,3.9,0.12,0.13
506031126,0.0,0.0,0.0,,0.0,0.0,,
506031127,2000.0,2.6,1291.0,0.18,15.7,6.2,0.18,0.07
506031128,1733.0,2.5,1310.0,0.17,15.0,5.0,0.13,0.08
506031129,2100.0,2.7,1520.0,0.14,11.9,4.4,0.13,0.14
506031130,0.0,6.0,1458.0,0.5,0.0,0.0,0.0,0.25
506031131,1800.0,2.9,1719.0,0.1,12.7,4.7,0.15,0.11
506041132,1600.0,2.7,1172.0,0.2,13.7,6.4,0.13,0.08
506041133,2200.0,3.1,1985.0,0.06,11.9,4.1,0.12,0.12
506041134,1600.0,2.5,1050.0,0.25,11.8,6.4,0.12,0.07
506041135,2000.0,3.0,1721.0,0.11,11.1,4.9,0.09,0.1
506041136,1600.0,2.6,1112.0,0.23,13.1,6.6,0.1,0.07
506041137,1700.0,2.8,1406.0,0.16,12.4,5.1,0.11,0.08
506051138,2000.0,2.7,1440.0,0.16,12.5,4.2,0.07,0.09
506051139,1900.0,2.7,1475.0,0.15,11.3,4.0,0.08,0.09
506051140,2000.0,2.6,1575.0,0.14,11.4,3.2,0.07,0.14
506051141,1950.0,2.8,1644.0,0.13,12.5,3.3,0.06,0.14
506061142,2167.0,3.0,1702.0,0.11,11.4,4.2,0.06,0.09
506061143,2167.0,3.1,1717.0,0.12,11.3,3.7,0.06,0.14
506061144,2032.0,2.7,1355.0,0.16,11.4,3.9,0.05,0.14
506071145,2011.0,2.1,1434.0,0.15,14.9,3.9,0.18,0.13
506071146,2300.0,2.6,1498.0,0.14,11.6,6.6,0.13,0.14
506071147,2383.0,2.2,1837.0,0.11,13.8,4.2,0.16,0.17
507011148,2310.0,3.1,2105.0,0.05,11.3,3.5,0.15,0.13
507011149,2167.0,3.1,1850.0,0.11,10.7,4.1,0.11,0.11
507011150,0.0,3.0,1218.0,0.0,0.0,36.4,0.0,0.5
507011151,0.0,0.0,0.0,,0.0,0.0,,
507011152,2000.0,2.8,1559.0,0.17,8.8,4.1,0.08,0.12
507011153,1739.0,2.4,1180.0,0.22,13.7,5.5,0.11,0.09
507011154,1733.0,2.3,982.0,0.28,13.3,6.1,0.12,0.08
507011155,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33
507011156,2000.0,3.0,2169.0,0.06,12.4,4.1,0.08,0.17
507011157,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
507011158,4333.0,2.9,2764.0,0.02,10.2,2.4,0.09,0.26
507011159,1733.0,2.6,1424.0,0.16,12.7,4.3,0.11,0.1
507011160,1625.0,2.5,1093.0,0.27,11.8,5.1,0.08,0.08
507011161,2330.0,2.8,1966.0,0.09,11.6,3.3,0.16,0.11
507011162,1770.0,2.5,1278.0,0.24,11.7,2.0,0.05,0.17
507011163,1800.0,2.8,1535.0,0.13,12.3,4.2,0.09,0.09
507021164,2200.0,2.5,1834.0,0.14,13.1,3.5,0.13,0.17
507021165,2253.0,2.1,1397.0,0.17,14.8,4.8,0.17,0.14
507021166,2070.0,2.4,1177.0,0.22,14.3,5.1,0.14,0.12
507021167,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
507031168,1950.0,3.0,1835.0,0.12,14.5,3.4,0.05,0.14
507031169,2167.0,2.9,1712.0,0.11,11.3,4.4,0.16,0.08
507031170,1600.0,2.5,970.0,0.24,12.2,8.7,0.14,0.07
507031171,2000.0,3.2,2042.0,0.08,11.2,4.0,0.06,0.11
507031172,2286.0,2.7,1042.0,0.21,29.4,9.8,0.08,0.14
507031173,0.0,0.0,1125.0,0.0,0.0,0.0,0.0,0.0
507031174,1517.0,2.6,1080.0,0.22,12.9,8.4,0.12,0.06
507041175,2600.0,2.5,1911.0,0.1,11.1,3.9,0.14,0.19
507041176,2100.0,2.9,1855.0,0.07,11.6,4.6,0.17,0.11
507041177,2167.0,2.2,1406.0,0.19,12.2,3.4,0.11,0.14
507041178,2323.0,2.5,1624.0,0.16,12.2,4.1,0.15,0.16
507041179,2000.0,2.6,1562.0,0.14,13.5,4.7,0.17,0.13
507041180,1900.0,3.0,2108.0,0.07,12.2,3.7,0.14,0.14
507041181,2275.0,2.5,1618.0,0.16,10.7,3.4,0.1,0.16
507041182,1958.0,2.7,1381.0,0.14,12.1,5.4,0.15,0.12
507041183,2100.0,2.3,1006.0,0.26,13.5,5.4,0.11,0.1
507041184,2000.0,3.2,2225.0,0.07,11.1,4.1,0.13,0.15
507051185,2363.0,3.0,1919.0,0.08,9.5,4.2,0.11,0.11
507051186,1603.0,2.5,1051.0,0.22,12.7,7.7,0.12,0.07
507051187,1950.0,3.1,1663.0,0.09,10.4,6.3,0.1,0.09
507051188,1733.0,2.1,894.0,0.27,9.9,6.7,0.1,0.09
507051189,0.0,0.0,0.0,,0.0,0.0,,
507051190,1733.0,2.3,1080.0,0.22,10.0,6.1,0.11,0.09
507051191,2300.0,3.2,1975.0,0.07,8.5,4.5,0.11,0.11
507051192,1890.0,2.8,1363.0,0.16,9.2,6.6,0.11,0.08
507051193,1733.0,2.8,1318.0,0.15,10.9,7.0,0.11,0.09
508011194,1560.0,2.5,1124.0,0.23,11.4,4.7,0.01,0.13
